Student Number,Gender,Age,Degree,Year Graduated,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,Leadership POS,Act Member POS,Soft Skills Ave,Hard Skills Ave,Employability
15-04309,Male,22,BSP,2015,3.23,91.24,89.37,99.64,Yes,No,5,2,Employable
18-04310,Male,31,BSCS,2018,2.51,77.23,94.38,70.48,Yes,No,2,2,Not Employable
21-04311,Male,27,BSBA,2021,3.06,96.6,79.06,82.33,No,No,4,4,Not Employable
24-04312,Female,25,BSIT,2024,3.88,89.14,78.45,95.75,No,No,1,3,Not Employable
17-04313,Female,31,BSBA,2017,3.15,98.6,93.39,82.99,Yes,Yes,3,1,Employable
17-04314,Female,26,BSBA,2017,3.85,99.41,81.43,70.16,No,No,2,4,Not Employable
19-04315,Male,21,BSP,2019,2.79,70.1,94.55,74.73,No,No,4,3,Not Employable
19-04316,Male,25,BSIT,2019,3.27,73.61,99.8,83.02,Yes,Yes,3,4,Not Employable
24-04317,Male,33,BSCS,2024,3.79,86.41,99.39,90.04,No,Yes,3,5,Not Employable
17-04318,Male,27,BSA,2017,3.18,98.68,89.88,74.88,No,No,4,3,Employable
23-04319,Female,27,BSE,2023,3.23,99.83,81.26,83.44,Yes,No,1,3,Not Employable
18-04320,Male,23,BSP,2018,3.43,87.02,71.96,70.38,Yes,No,3,2,Employable
17-04321,Male,25,BSSE,2017,3.76,75.21,92.14,84.33,Yes,No,3,1,Not Employable
16-04322,Male,33,BSE,2016,2.18,74.89,99.34,96.88,No,Yes,4,4,Employable
24-04323,Female,24,BSA,2024,2.67,92.92,72.04,87.9,Yes,No,2,4,Employable
23-04324,Female,28,BSN,2023,2.8,87.76,70.19,83.22,Yes,No,3,1,Not Employable
18-04325,Male,27,BSBA,2018,3.82,86.46,94.95,74.87,No,No,3,1,Not Employable
17-04326,Female,21,BSHM,2017,3.91,83.97,73.07,76.07,No,No,4,2,Not Employable
21-04327,Female,31,BSCS,2021,2.24,91.75,72.45,72.3,Yes,Yes,3,1,Employable
22-04328,Female,32,BSBA,2022,2.24,95.74,97.31,92.27,No,No,4,5,Employable
16-04329,Female,26,BSN,2016,3.87,79.09,72.39,72.31,No,Yes,1,2,Not Employable
21-04330,Female,26,BSA,2021,2.59,76.63,73.42,81.52,Yes,No,4,3,Employable
19-04331,Male,30,BSSE,2019,2.48,90.11,87.09,92.5,Yes,No,2,1,Not Employable
19-04332,Male,33,BSCS,2019,2.07,97.44,92.7,91.38,No,No,3,3,Not Employable
17-04333,Male,33,BSCS,2017,2.55,80.44,81.99,87.33,Yes,Yes,1,2,Not Employable
19-04334,Female,31,BSA,2019,3.39,78.17,82.62,87.14,No,Yes,3,5,Not Employable
16-04335,Female,20,BSE,2016,2.85,76.78,88.98,72.71,No,No,3,5,Not Employable
18-04336,Female,20,BSBA,2018,3.03,77.63,85.16,75.25,No,Yes,4,1,Employable
20-04337,Female,31,BSE,2020,3.83,74.05,70.56,86.04,No,Yes,3,5,Employable
15-04338,Male,23,BSP,2015,2.23,87.9,73.41,80.44,Yes,No,1,4,Not Employable
24-04339,Male,24,BSA,2024,2.14,78.42,87.45,70.57,No,Yes,5,2,Employable
18-04340,Male,34,BSP,2018,3.7,88.45,93.81,93.95,Yes,Yes,3,5,Employable
20-04341,Male,23,BSSE,2020,3.55,72.49,92.89,89.61,No,Yes,4,2,Employable
23-04342,Male,26,BSE,2023,2.53,73.46,92.2,79.77,No,Yes,2,2,Not Employable
16-04343,Male,22,BSHM,2016,2.65,86.08,93.14,72.95,Yes,Yes,3,4,Not Employable
21-04344,Female,26,BSA,2021,2.62,85.35,71.33,87.74,Yes,No,4,1,Not Employable
20-04345,Female,32,BSA,2020,3.3,78.15,96.85,80.46,No,No,3,2,Employable
16-04346,Male,27,BSCS,2016,2.12,94.81,96.68,77.66,No,No,5,4,Employable
22-04347,Female,25,BSN,2022,2.98,75.61,85.96,91.64,Yes,Yes,5,5,Not Employable
21-04348,Male,25,BSSE,2021,2.27,80.82,77.46,79.84,Yes,No,1,3,Employable
19-04349,Male,27,BSE,2019,3.64,86.67,87.77,74.08,Yes,Yes,5,1,Employable
19-04350,Female,27,BSA,2019,2.76,96.02,86.74,84.45,No,No,4,3,Not Employable
21-04351,Male,26,BSA,2021,3.06,82.56,76.69,94.85,Yes,Yes,5,4,Employable
23-04352,Male,25,BSHM,2023,2.06,81.96,88.09,95.49,No,Yes,4,2,Employable
23-04353,Male,25,BSBA,2023,2.12,87.39,93.92,95.48,Yes,Yes,3,4,Employable
23-04354,Female,29,BSE,2023,3.35,79.5,94.18,82.63,Yes,No,1,1,Not Employable
20-04355,Female,30,BSCS,2020,3.53,91.28,71.79,93.73,Yes,Yes,1,1,Not Employable
24-04356,Female,32,BSHM,2024,3.42,77.46,75.91,95.51,No,No,5,5,Employable
20-04357,Female,32,BSCS,2020,3.47,94.7,90.05,83.79,Yes,Yes,2,4,Employable
17-04358,Male,25,BSIT,2017,2.21,78.17,95.79,79.56,Yes,Yes,5,1,Employable
15-04359,Female,27,BSE,2015,3.39,99.78,85.64,91.06,No,No,2,4,Employable
21-04360,Female,20,BSA,2021,2.36,79.49,91.23,97.13,Yes,No,5,5,Employable
18-04361,Female,24,BSIT,2018,2.2,96.36,70.63,99.16,No,Yes,4,5,Employable
15-04362,Male,22,BSCS,2015,3.51,81.92,88.25,78.71,No,Yes,4,4,Employable
22-04363,Female,31,BSCS,2022,3.78,77.38,98.86,98.69,No,Yes,2,1,Employable
20-04364,Female,27,BSE,2020,3.43,76.78,89.83,84.98,Yes,No,1,2,Not Employable
20-04365,Male,30,BSN,2020,3.61,95.51,97.67,79.18,Yes,Yes,2,2,Not Employable
16-04366,Male,25,BSBA,2016,3.98,79.26,86.98,99.65,No,Yes,3,5,Employable
15-04367,Male,33,BSA,2015,2.27,80.16,95.3,96.33,No,Yes,1,1,Employable
16-04368,Male,21,BSIT,2016,3.93,75.91,73.72,90.77,No,Yes,2,5,Employable
18-04369,Female,34,BSSE,2018,3.2,98.84,73.71,96.85,Yes,No,3,5,Not Employable
16-04370,Male,32,BSN,2016,3.63,77.34,73.61,90.44,No,No,3,5,Employable
15-04371,Female,26,BSA,2015,3.3,77.42,84.67,83.21,No,No,5,5,Employable
21-04372,Female,26,BSSE,2021,3.14,98.32,79.91,98.44,Yes,No,2,4,Employable
22-04373,Female,32,BSBA,2022,3.41,97.03,91.58,98.9,Yes,Yes,4,4,Not Employable
20-04374,Female,24,BSSE,2020,2.64,77.47,97.08,79.43,No,Yes,5,1,Not Employable
18-04375,Female,27,BSSE,2018,3.85,95.94,88.58,80.63,No,No,1,1,Employable
20-04376,Male,33,BSN,2020,2.23,77.49,76.4,81.48,No,Yes,4,3,Employable
17-04377,Female,24,BSP,2017,2.64,72.53,97.93,94.66,No,Yes,3,2,Employable
22-04378,Female,20,BSN,2022,2.06,94.61,85.84,93.73,Yes,Yes,1,4,Not Employable
24-04379,Female,28,BSIT,2024,2.54,93.15,91.6,99.49,No,No,5,1,Not Employable
16-04380,Male,23,BSP,2016,2.44,78.84,96.72,83.96,Yes,No,3,5,Employable
19-04381,Female,32,BSBA,2019,2.1,72.7,99.69,92.1,Yes,No,3,4,Employable
15-04382,Female,21,BSN,2015,2.98,76.19,85.18,95.7,No,Yes,3,2,Not Employable
20-04383,Male,23,BSP,2020,2.94,93.13,94.24,76.64,Yes,Yes,4,4,Not Employable
16-04384,Female,33,BSCS,2016,2.16,98.94,87.01,88.62,No,Yes,5,2,Not Employable
18-04385,Female,32,BSN,2018,2.52,77.77,84.59,86.43,Yes,No,5,3,Employable
20-04386,Male,28,BSP,2020,3.91,94.55,86.13,92.28,No,No,4,1,Not Employable
24-04387,Female,21,BSE,2024,2.22,76.84,84.53,90.86,Yes,No,5,2,Not Employable
22-04388,Female,23,BSIT,2022,2.61,90.39,82.63,94.38,Yes,No,3,3,Not Employable
22-04389,Female,21,BSA,2022,2.07,72.51,91.71,79.33,No,Yes,3,4,Employable
20-04390,Female,24,BSSE,2020,2.3,87.56,77.49,76.49,Yes,Yes,3,1,Employable
18-04391,Female,22,BSP,2018,3.4,78.08,88.49,94.16,Yes,No,5,2,Employable
22-04392,Male,29,BSA,2022,2.73,97.78,91.39,80.82,Yes,No,2,2,Not Employable
22-04393,Male,21,BSN,2022,2.9,78.69,96.76,78.63,Yes,Yes,1,1,Not Employable
24-04394,Male,33,BSA,2024,2.31,81.95,79.96,80.1,Yes,Yes,2,4,Employable
15-04395,Female,28,BSCS,2015,3.36,95.22,95.82,71.99,Yes,No,4,4,Not Employable
18-04396,Female,24,BSHM,2018,3.5,83.15,98.36,93.19,Yes,No,2,5,Employable
18-04397,Female,29,BSHM,2018,2.36,77.15,89.46,91.45,Yes,No,2,4,Not Employable
21-04398,Male,24,BSIT,2021,2.09,86.43,93.14,86.58,Yes,Yes,4,1,Employable
21-04399,Female,20,BSP,2021,2.16,95.2,82.17,91.48,No,Yes,2,3,Employable
22-04400,Female,25,BSCS,2022,3.31,83,98.56,81.19,Yes,Yes,1,1,Employable
19-04401,Female,32,BSSE,2019,2.27,73.99,90.13,78.86,Yes,Yes,5,2,Not Employable
21-04402,Male,26,BSBA,2021,2.99,81.49,79.3,95.87,No,Yes,4,5,Employable
22-04403,Male,20,BSIT,2022,2.31,98.63,82.13,82.67,Yes,No,2,5,Employable
23-04404,Female,28,BSHM,2023,2.34,72.16,88.53,75.88,Yes,No,3,3,Not Employable
17-04405,Female,27,BSE,2017,2.01,82.25,77.02,92.47,No,No,3,2,Not Employable
17-04406,Female,31,BSBA,2017,2.64,89.44,92.62,80.08,Yes,No,4,4,Not Employable
18-04407,Male,33,BSBA,2018,2.18,72.36,76.74,76.36,No,No,3,4,Not Employable
19-04408,Male,33,BSE,2019,2.79,80.35,87.75,70.82,No,Yes,1,4,Employable
24-04409,Male,27,BSN,2024,3.2,98.22,90.91,99.12,Yes,No,2,1,Employable
15-04410,Female,26,BSA,2015,2.74,70.92,95.79,84.02,No,No,1,4,Employable
21-04411,Male,24,BSIT,2021,3.41,92.55,92.02,74.85,No,No,1,2,Not Employable
23-04412,Female,22,BSCS,2023,3.48,95.24,93.96,92.73,Yes,Yes,5,5,Employable
22-04413,Female,34,BSBA,2022,3.39,78.31,97.39,96.63,Yes,No,2,1,Not Employable
19-04414,Male,31,BSA,2019,3.87,76.44,87.93,85.84,No,Yes,4,4,Employable
18-04415,Female,33,BSHM,2018,2.47,97.44,95.39,70.85,Yes,No,3,2,Not Employable
21-04416,Male,28,BSCS,2021,2.38,92.92,76.96,80.95,No,No,5,3,Not Employable
19-04417,Female,33,BSIT,2019,3.22,73.4,94.44,77.29,No,Yes,1,2,Not Employable
21-04418,Female,26,BSSE,2021,3.19,76.37,76.65,89.09,Yes,No,3,5,Not Employable
15-04419,Male,30,BSBA,2015,3.02,88.64,98.04,85.57,No,No,2,2,Not Employable
15-04420,Female,29,BSHM,2015,2.01,82.58,79.9,80.67,Yes,Yes,1,2,Employable
24-04421,Female,29,BSIT,2024,3.11,85.13,75.16,89.46,Yes,No,1,1,Not Employable
17-04422,Female,27,BSP,2017,3.87,98.55,74.45,87.53,Yes,Yes,2,5,Not Employable
16-04423,Female,33,BSHM,2016,2.67,82.61,75.62,97.19,Yes,Yes,4,4,Employable
16-04424,Female,25,BSCS,2016,3.94,96.45,83.43,87.9,No,Yes,5,5,Not Employable
21-04425,Female,31,BSP,2021,2.71,89.82,85.66,85.23,Yes,Yes,2,3,Employable
24-04426,Female,33,BSHM,2024,2.28,73.65,97.41,94.71,Yes,Yes,3,5,Employable
16-04427,Female,30,BSSE,2016,2.8,92.34,81.43,76.07,Yes,No,3,1,Not Employable
18-04428,Male,33,BSA,2018,2.99,85.61,76.52,77.31,No,No,1,4,Employable
16-04429,Male,24,BSSE,2016,3.26,76.75,92.31,93.51,Yes,No,5,5,Not Employable
20-04430,Female,34,BSSE,2020,3.01,78.69,74.04,83.27,No,Yes,4,4,Not Employable
22-04431,Female,27,BSE,2022,3.07,86.72,96.77,82.28,No,No,4,1,Not Employable
24-04432,Male,22,BSHM,2024,2.05,88.05,82.28,96.61,No,Yes,3,2,Employable
18-04433,Female,31,BSA,2018,2.51,99.05,88.42,88.3,No,No,4,3,Not Employable
19-04434,Male,32,BSN,2019,2.62,95.64,75.59,94.09,Yes,Yes,3,5,Employable
18-04435,Male,32,BSE,2018,3.97,76.18,74.37,94.3,Yes,Yes,5,4,Not Employable
17-04436,Male,26,BSE,2017,2.59,93.22,93.97,73.6,No,No,1,5,Not Employable
19-04437,Female,21,BSSE,2019,3.79,70.25,82.89,89.61,No,No,3,1,Not Employable
23-04438,Female,22,BSBA,2023,2.61,73.89,99.6,98.58,Yes,No,5,2,Not Employable
22-04439,Female,34,BSBA,2022,2.19,75.99,85.73,84.4,No,Yes,3,1,Employable
22-04440,Male,32,BSP,2022,2.5,87.92,95.37,91.97,No,No,2,4,Not Employable
22-04441,Male,31,BSN,2022,2.55,75.84,99.4,87,No,Yes,3,5,Not Employable
22-04442,Male,34,BSA,2022,3.96,80.96,78.43,76.15,Yes,No,5,4,Not Employable
21-04443,Female,21,BSE,2021,3.35,77.28,94.03,75.86,No,Yes,4,1,Not Employable
22-04444,Male,24,BSHM,2022,3.86,80.12,70.66,83.01,No,Yes,3,5,Not Employable
22-04445,Male,26,BSSE,2022,3.67,98.27,90.39,84.49,No,No,1,4,Not Employable
22-04446,Female,30,BSCS,2022,3.16,99.92,92.36,85.09,Yes,No,5,5,Employable
24-04447,Male,29,BSHM,2024,3.35,90.57,84.32,98.65,No,No,4,3,Employable
21-04448,Male,30,BSHM,2021,3.25,87.17,74.86,73.01,Yes,Yes,5,1,Employable
15-04449,Female,30,BSE,2015,3.33,91.25,88.5,81.42,Yes,Yes,3,1,Not Employable
18-04450,Female,30,BSA,2018,2.53,93.15,96.93,85.44,Yes,No,2,3,Not Employable
18-04451,Male,34,BSSE,2018,2.82,92.17,97.94,98.89,Yes,No,2,2,Not Employable
19-04452,Female,29,BSSE,2019,3.19,72.46,92.38,85.13,No,No,1,4,Employable
24-04453,Male,34,BSA,2024,2.07,79.31,77.91,93.26,No,Yes,1,2,Employable
20-04454,Female,34,BSBA,2020,2.97,80.3,96.11,92.48,Yes,Yes,4,5,Not Employable
18-04455,Male,34,BSIT,2018,3.72,81.08,96.66,86.99,No,No,2,4,Employable
16-04456,Female,32,BSP,2016,2.98,80.33,81.02,73.92,No,No,3,4,Employable
20-04457,Male,33,BSP,2020,3.1,93.61,75.49,76.56,Yes,Yes,5,4,Not Employable
22-04458,Female,20,BSBA,2022,2.4,92.43,96.24,77.2,Yes,Yes,5,3,Not Employable
22-04459,Female,32,BSE,2022,3.59,70.14,96.55,71.16,No,No,2,1,Employable
21-04460,Female,29,BSE,2021,2.72,78.89,73.03,81.38,No,No,2,3,Employable
20-04461,Female,28,BSN,2020,3.91,88.71,99.01,88.32,No,No,5,3,Not Employable
16-04462,Female,20,BSP,2016,3.99,73.61,85.99,74.33,No,Yes,4,3,Employable
21-04463,Female,20,BSP,2021,3.83,72.14,99.81,75.25,Yes,No,5,2,Employable
19-04464,Female,33,BSE,2019,2.17,94.85,83.35,91.21,Yes,Yes,1,3,Not Employable
20-04465,Male,34,BSHM,2020,2.67,83.58,86,75.08,Yes,No,3,1,Not Employable
24-04466,Male,31,BSP,2024,3.89,95.67,77.98,74.06,No,No,2,4,Employable
22-04467,Female,29,BSA,2022,3.61,94.71,96.97,99.34,Yes,No,2,2,Employable
22-04468,Female,27,BSCS,2022,3.82,96.8,83.31,70.44,No,No,4,3,Not Employable
17-04469,Male,25,BSA,2017,3.15,71.45,94.44,79.76,Yes,No,1,3,Not Employable
21-04470,Male,25,BSHM,2021,2.96,75.58,72.39,71.05,No,No,5,4,Not Employable
15-04471,Female,31,BSN,2015,2.21,78.88,93.65,95.14,No,Yes,1,4,Employable
15-04472,Male,28,BSE,2015,3.68,74.09,84.71,87.51,Yes,Yes,1,2,Employable
21-04473,Male,34,BSN,2021,3.49,84.56,70.16,71.44,Yes,No,4,1,Not Employable
24-04474,Female,23,BSN,2024,2.12,93.97,76.79,88.46,No,Yes,4,2,Employable
23-04475,Female,27,BSE,2023,2.42,98.54,75.81,73.69,No,Yes,5,4,Employable
21-04476,Female,23,BSSE,2021,3.11,96.69,92.55,84.87,Yes,Yes,5,1,Not Employable
24-04477,Male,33,BSCS,2024,3.37,83.72,84.32,90.08,No,Yes,3,3,Employable
19-04478,Female,21,BSP,2019,2.28,89.09,74.79,74.46,No,No,1,3,Employable
22-04479,Female,30,BSN,2022,2.49,76.92,77.7,84.91,No,No,5,5,Employable
16-04480,Male,34,BSA,2016,2.39,82.09,85.12,83.72,Yes,No,4,4,Employable
23-04481,Female,27,BSSE,2023,2.44,96.14,70.59,97.47,No,No,3,5,Not Employable
20-04482,Male,31,BSSE,2020,3.84,70.88,82.72,99.87,No,No,3,2,Employable
23-04483,Male,26,BSHM,2023,3.43,85.98,90.34,89.63,No,Yes,4,2,Not Employable
16-04484,Male,23,BSN,2016,3.47,96.18,85.53,95.65,Yes,Yes,5,1,Employable
17-04485,Male,28,BSN,2017,3.59,73.66,87.94,89.41,Yes,No,4,4,Employable
22-04486,Male,34,BSIT,2022,2.71,99.48,79.8,96.29,Yes,No,5,1,Not Employable
15-04487,Male,28,BSHM,2015,3.53,70.37,75.49,83,No,No,4,1,Employable
24-04488,Female,27,BSSE,2024,3.96,96.58,94.29,88.24,No,No,4,2,Employable
21-04489,Female,33,BSSE,2021,3.4,80.61,97.17,95.36,No,Yes,2,2,Employable
21-04490,Female,20,BSIT,2021,2.83,73.98,85.32,97.54,No,Yes,5,4,Employable
15-04491,Male,26,BSP,2015,3.43,74.72,79.15,70.74,No,Yes,1,2,Employable
23-04492,Female,24,BSBA,2023,3.8,91.04,85.34,73.12,No,Yes,2,4,Employable
22-04493,Male,26,BSA,2022,2.26,96.12,96.37,97.94,Yes,No,2,5,Employable
18-04494,Female,31,BSBA,2018,2.53,89.23,90.74,87.06,No,No,2,3,Not Employable
24-04495,Male,28,BSN,2024,3.84,97.86,95.76,99.71,Yes,No,2,5,Not Employable
19-04496,Female,21,BSE,2019,3.89,95.27,79.85,93.78,No,Yes,1,2,Not Employable
16-04497,Male,32,BSHM,2016,2.97,70.27,91.36,94.54,No,No,2,3,Employable
23-04498,Female,33,BSN,2023,2.75,90.08,89.59,81.58,Yes,No,1,3,Not Employable
20-04499,Male,30,BSP,2020,2.57,79.14,87.15,77.73,Yes,No,1,1,Employable
17-04500,Female,23,BSBA,2017,3,83.64,85.85,87.95,No,Yes,2,3,Employable
21-04501,Male,23,BSN,2021,3.87,72.82,86.53,96.37,No,No,3,4,Not Employable
23-04502,Female,21,BSA,2023,2.3,78.46,95.49,91.77,No,Yes,1,2,Employable
17-04503,Female,22,BSSE,2017,2.84,88.98,97.48,84.17,Yes,Yes,2,2,Not Employable
16-04504,Female,30,BSCS,2016,3.82,76.55,73.39,92.6,No,Yes,4,1,Not Employable
21-04505,Male,33,BSN,2021,2.7,89.43,87.06,90.71,No,No,4,1,Not Employable
21-04506,Male,33,BSP,2021,3.54,97.69,97.55,97.39,Yes,No,5,2,Not Employable
18-04507,Male,32,BSHM,2018,2.78,70.15,74.04,77.91,Yes,No,1,1,Employable
23-04508,Male,27,BSE,2023,3.61,93.57,82.39,73.58,No,Yes,1,3,Not Employable
22-04509,Male,31,BSA,2022,3.96,89.24,72.67,84.1,No,Yes,4,3,Not Employable
15-04510,Female,28,BSIT,2015,2.78,71.4,73.4,80.83,Yes,No,1,4,Employable
15-04511,Male,25,BSP,2015,3.69,93.71,97.12,99.25,No,Yes,1,1,Not Employable
19-04512,Female,29,BSBA,2019,3.98,76.74,83.39,70.23,Yes,Yes,4,2,Employable
20-04513,Female,21,BSBA,2020,3.97,77.97,90.66,98,Yes,No,2,5,Not Employable
17-04514,Male,21,BSSE,2017,2.87,72.81,74.17,98.65,No,No,4,2,Not Employable
23-04515,Female,26,BSBA,2023,2.97,86.03,70.66,71.53,Yes,Yes,3,5,Employable
24-04516,Male,27,BSHM,2024,2.61,84.95,96.71,96.69,Yes,No,4,5,Not Employable
20-04517,Male,27,BSBA,2020,2.63,80.42,87.24,84.12,No,No,4,4,Not Employable
18-04518,Male,33,BSA,2018,2.98,75.06,70.6,92.98,Yes,Yes,2,5,Employable
21-04519,Female,25,BSA,2021,2.4,95.14,99.77,72.38,Yes,Yes,4,3,Not Employable
22-04520,Male,29,BSCS,2022,3.42,96.29,84.77,98.66,No,Yes,4,3,Not Employable
23-04521,Male,27,BSBA,2023,3.07,86.22,84.28,88.23,No,No,2,4,Employable
20-04522,Male,33,BSHM,2020,3.8,77.33,88.63,96.96,Yes,No,4,2,Not Employable
20-04523,Female,34,BSHM,2020,3.62,72.88,70.24,90.19,No,Yes,2,2,Employable
22-04524,Male,20,BSN,2022,2.64,96.06,87.07,86.1,Yes,Yes,3,2,Employable
19-04525,Female,28,BSE,2019,3.01,72.88,88.88,75.17,Yes,No,2,2,Not Employable
17-04526,Female,32,BSP,2017,3.5,70.4,78.91,75.34,Yes,Yes,1,3,Employable
17-04527,Male,31,BSIT,2017,2.39,84.08,91.81,84.18,No,No,1,3,Not Employable
20-04528,Female,20,BSSE,2020,2.06,91.94,81.32,96.11,Yes,Yes,2,4,Employable
16-04529,Female,32,BSSE,2016,3.7,83.73,91.53,73.46,Yes,No,4,4,Not Employable
20-04530,Male,22,BSN,2020,2.28,71.54,74.31,99.95,No,No,5,4,Not Employable
20-04531,Male,31,BSE,2020,3.78,90.7,97.41,96.28,No,No,5,2,Employable
22-04532,Male,28,BSHM,2022,3.83,89.27,96.38,81.78,No,No,3,2,Employable
21-04533,Female,34,BSCS,2021,2.92,90.45,74.52,77.59,No,Yes,3,3,Not Employable
22-04534,Male,30,BSHM,2022,3.61,76.34,98.15,97.66,Yes,Yes,5,3,Not Employable
23-04535,Female,24,BSBA,2023,2.73,93.87,86.73,73.7,No,No,5,1,Not Employable
20-04536,Female,28,BSIT,2020,3.72,84.38,91.05,80.42,No,No,2,1,Not Employable
17-04537,Female,28,BSE,2017,3.65,86.09,95.21,72.52,Yes,No,5,2,Employable
24-04538,Female,25,BSE,2024,2.16,86.37,72.51,98.6,Yes,Yes,1,3,Employable
17-04539,Female,30,BSN,2017,3.17,78.6,75.08,88.53,No,Yes,3,2,Not Employable
15-04540,Male,20,BSIT,2015,3.28,77.5,78.71,80.09,No,Yes,3,5,Not Employable
19-04541,Male,29,BSBA,2019,2,70.14,84.32,78.26,No,Yes,1,1,Not Employable
18-04542,Female,26,BSBA,2018,3.96,81.9,80.38,83.32,No,No,3,4,Employable
23-04543,Female,33,BSCS,2023,2.81,84.55,85.18,72.74,Yes,Yes,5,2,Not Employable
23-04544,Male,25,BSP,2023,3.03,92.28,75.58,96.68,No,No,3,5,Not Employable
19-04545,Male,28,BSHM,2019,2.39,72,90.46,85.33,Yes,Yes,1,4,Employable
24-04546,Female,26,BSIT,2024,3.22,97.72,71.67,91.75,Yes,Yes,3,5,Not Employable
18-04547,Female,33,BSBA,2018,3.62,77.92,80.84,77.01,No,Yes,5,3,Not Employable
21-04548,Male,31,BSBA,2021,3.17,81,75.37,85.11,Yes,Yes,2,3,Employable
20-04549,Male,30,BSP,2020,3.58,71.45,91.9,76.33,No,Yes,5,3,Not Employable
18-04550,Female,31,BSE,2018,3.46,89.59,96.51,94.48,No,No,3,4,Not Employable
24-04551,Male,32,BSBA,2024,2.48,91.27,72.36,93.26,No,No,4,4,Employable
16-04552,Male,23,BSCS,2016,2.87,97.86,93.55,74.45,No,No,3,3,Not Employable
15-04553,Female,26,BSBA,2015,2.3,80.1,96.87,72.24,Yes,Yes,3,4,Employable
18-04554,Female,21,BSBA,2018,2.08,77.72,99.22,94.73,No,Yes,1,3,Employable
18-04555,Female,25,BSP,2018,2.13,91.78,87.38,73.29,Yes,No,4,2,Employable
15-04556,Male,34,BSCS,2015,3.88,91.2,79.82,86.45,No,Yes,1,3,Not Employable
20-04557,Female,25,BSA,2020,3.97,98.11,79.66,86.03,Yes,Yes,1,1,Employable
18-04558,Male,21,BSSE,2018,2.19,76.16,81.37,76.09,Yes,No,5,2,Employable
15-04559,Female,33,BSP,2015,2.67,91.16,88.38,87.74,No,Yes,2,3,Not Employable
15-04560,Female,23,BSE,2015,2.23,72.01,84.71,85.08,No,Yes,3,1,Not Employable
15-04561,Male,27,BSE,2015,3.67,84.41,89.61,85.28,Yes,No,4,3,Not Employable
22-04562,Male,27,BSIT,2022,2.99,73.58,71.18,80.79,Yes,Yes,3,2,Employable
24-04563,Female,32,BSP,2024,3.24,89.59,73.18,95.15,Yes,Yes,1,3,Not Employable
22-04564,Female,27,BSN,2022,3.08,88.04,99.3,72.53,No,No,2,4,Not Employable
16-04565,Male,27,BSP,2016,3.42,71.46,99.86,83.16,No,No,1,3,Employable
21-04566,Female,20,BSA,2021,2.64,79.59,92.4,77.79,No,Yes,3,2,Employable
22-04567,Male,21,BSBA,2022,2.27,81.85,77.69,95.45,No,No,5,5,Employable
22-04568,Male,31,BSP,2022,2.04,77.44,98.6,76.75,Yes,Yes,3,3,Not Employable
24-04569,Female,34,BSN,2024,2.89,71.16,76.41,93.01,Yes,Yes,1,4,Employable
21-04570,Male,23,BSN,2021,3.82,79.56,91.94,88.35,Yes,Yes,4,2,Not Employable
19-04571,Male,31,BSE,2019,2.61,93.78,73.46,96.24,Yes,Yes,4,1,Employable
15-04572,Male,28,BSA,2015,2.39,80.8,89.47,87.81,Yes,No,4,5,Not Employable
23-04573,Female,22,BSBA,2023,3.85,79.7,92.79,86.69,No,No,4,3,Employable
21-04574,Male,33,BSN,2021,2.21,98.25,95.79,94.03,No,No,4,2,Employable
16-04575,Female,25,BSA,2016,2.1,71.25,92.03,86.87,Yes,No,2,4,Not Employable
20-04576,Female,26,BSCS,2020,3.76,93.02,97.7,95.34,No,Yes,2,4,Employable
16-04577,Female,27,BSCS,2016,3.4,84.49,85.63,71.48,No,No,5,2,Employable
15-04578,Male,32,BSCS,2015,2.84,98.33,90.32,84.85,No,Yes,4,4,Employable
21-04579,Male,26,BSBA,2021,3.5,81.8,81.09,94.38,No,Yes,1,5,Employable
16-04580,Female,22,BSSE,2016,3.48,91.24,70.31,95.45,No,Yes,1,1,Employable
16-04581,Female,25,BSSE,2016,2.08,72.1,92.7,95.02,Yes,Yes,3,4,Not Employable
19-04582,Male,24,BSA,2019,3.35,97.86,96.1,88.13,Yes,Yes,4,4,Employable
19-04583,Female,34,BSCS,2019,3.28,80.34,75.22,99.82,No,No,1,1,Employable
21-04584,Female,32,BSE,2021,3.93,85.72,70.86,75.44,Yes,Yes,5,5,Employable
15-04585,Male,31,BSBA,2015,3.93,74.15,74.94,75.23,Yes,No,1,5,Employable
22-04586,Female,29,BSSE,2022,2.76,98.37,96.86,70.98,No,Yes,5,5,Not Employable
17-04587,Male,23,BSP,2017,3.18,90.19,78.87,99.68,No,Yes,4,4,Not Employable
18-04588,Male,20,BSIT,2018,2.28,71.62,77.01,80.44,No,Yes,3,4,Not Employable
23-04589,Female,33,BSHM,2023,2.13,74.66,70.44,92.86,No,Yes,3,5,Not Employable
18-04590,Male,32,BSSE,2018,2.87,82,78.91,71.79,Yes,Yes,2,4,Not Employable
24-04591,Male,26,BSCS,2024,3.38,76.5,91.47,78.96,No,No,4,3,Not Employable
19-04592,Male,27,BSHM,2019,3.14,79.14,98.77,88.72,No,Yes,1,4,Employable
21-04593,Female,21,BSE,2021,2.86,99.92,79.38,85.74,Yes,No,3,5,Employable
18-04594,Female,26,BSP,2018,3.64,89.76,77.22,76.23,No,No,5,2,Employable
15-04595,Female,25,BSA,2015,3.59,97.67,96.64,83.85,Yes,No,5,5,Employable
